0.005,221.5
0.01,171.3
0.015,173.8
0.02,122.6
0.025,110.7
0.03,143.8
0.035,176.2
0.04,168.6
0.045,170.8
0.05,121.0
0.055,106.2
0.06,145.2
0.065,161.4
0.07,163.8
0.075,261.2
0.08,261.1
0.085,223.8
0.09,306.0
0.095,308.4
0.1,316.2
0.105,379.7
0.11,224.9
0.115,226.0
0.12,329.7
0.125,309.6
0.13,284.5
0.135,364.6
0.14,263.9
0.145,217.1
0.15,330.0
0.155,284.4
0.16,293.6
0.165,344.8
0.17,258.5
0.175,224.2
0.18,316.1
